Year,URBANISATION,REF_AREA,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2012,R,Salfit,N,2012,SH_SAN_DEFECT,PT,
2013,R,Salfit,N,2013,SH_SAN_DEFECT,PT,
2014,R,Salfit,N,2014,SH_SAN_DEFECT,PT,
2015,R,Salfit,N,2015,SH_SAN_DEFECT,PT,
2017,R,Salfit,N,2017,SH_SAN_DEFECT,PT,
0,R,Ramallah & Al-Bireh,N,0,SH_SAN_DEFECT,PT,
2000,R,Ramallah & Al-Bireh,N,2000,SH_SAN_DEFECT,PT,
2002,R,Ramallah & Al-Bireh,N,2002,SH_SAN_DEFECT,PT,
2003,R,Ramallah & Al-Bireh,N,2003,SH_SAN_DEFECT,PT,
2004,R,Ramallah & Al-Bireh,N,2004,SH_SAN_DEFECT,PT,
2005,R,Ramallah & Al-Bireh,N,2005,SH_SAN_DEFECT,PT,
2006,R,Ramallah & Al-Bireh,N,2006,SH_SAN_DEFECT,PT,
2007,R,Ramallah & Al-Bireh,N,2007,SH_SAN_DEFECT,PT,
2008,R,Ramallah & Al-Bireh,N,2008,SH_SAN_DEFECT,PT,
2009,R,Ramallah & Al-Bireh,N,2009,SH_SAN_DEFECT,PT,
2010,R,Ramallah & Al-Bireh,N,2010,SH_SAN_DEFECT,PT,
2011,R,Ramallah & Al-Bireh,N,2011,SH_SAN_DEFECT,PT,
2012,R,Ramallah & Al-Bireh,N,2012,SH_SAN_DEFECT,PT,
2013,R,Ramallah & Al-Bireh,N,2013,SH_SAN_DEFECT,PT,
2014,R,Ramallah & Al-Bireh,N,2014,SH_SAN_DEFECT,PT,
2015,R,Ramallah & Al-Bireh,N,2015,SH_SAN_DEFECT,PT,
2017,R,Ramallah & Al-Bireh,N,2017,SH_SAN_DEFECT,PT,
0,R,Jericho & AL Aghwar,N,0,SH_SAN_DEFECT,PT,
2000,R,Jericho & AL Aghwar,N,2000,SH_SAN_DEFECT,PT,
2002,R,Jericho & AL Aghwar,N,2002,SH_SAN_DEFECT,PT,
2003,R,Jericho & AL Aghwar,N,2003,SH_SAN_DEFECT,PT,
2004,R,Jericho & AL Aghwar,N,2004,SH_SAN_DEFECT,PT,
2005,R,Jericho & AL Aghwar,N,2005,SH_SAN_DEFECT,PT,
2006,R,Jericho & AL Aghwar,N,2006,SH_SAN_DEFECT,PT,
2007,R,Jericho & AL Aghwar,N,2007,SH_SAN_DEFECT,PT,
2008,R,Jericho & AL Aghwar,N,2008,SH_SAN_DEFECT,PT,
2009,R,Jericho & AL Aghwar,N,2009,SH_SAN_DEFECT,PT,
2010,R,Jericho & AL Aghwar,N,2010,SH_SAN_DEFECT,PT,
2011,R,Jericho & AL Aghwar,N,2011,SH_SAN_DEFECT,PT,
2012,R,Jericho & AL Aghwar,N,2012,SH_SAN_DEFECT,PT,
2013,R,Jericho & AL Aghwar,N,2013,SH_SAN_DEFECT,PT,
2014,R,Jericho & AL Aghwar,N,2014,SH_SAN_DEFECT,PT,
2015,R,Jericho & AL Aghwar,N,2015,SH_SAN_DEFECT,PT,
2017,R,Jericho & AL Aghwar,N,2017,SH_SAN_DEFECT,PT,
0,R,Jerusalem,N,0,SH_SAN_DEFECT,PT,
2000,R,Jerusalem,N,2000,SH_SAN_DEFECT,PT,
2002,R,Jerusalem,N,2002,SH_SAN_DEFECT,PT,
2003,R,Jerusalem,N,2003,SH_SAN_DEFECT,PT,
2004,R,Jerusalem,N,2004,SH_SAN_DEFECT,PT,
2005,R,Jerusalem,N,2005,SH_SAN_DEFECT,PT,
2006,R,Jerusalem,N,2006,SH_SAN_DEFECT,PT,
2007,R,Jerusalem,N,2007,SH_SAN_DEFECT,PT,
2008,R,Jerusalem,N,2008,SH_SAN_DEFECT,PT,
2009,R,Jerusalem,N,2009,SH_SAN_DEFECT,PT,
2010,R,Jerusalem,N,2010,SH_SAN_DEFECT,PT,
2011,R,Jerusalem,N,2011,SH_SAN_DEFECT,PT,
2012,R,Jerusalem,N,2012,SH_SAN_DEFECT,PT,
2013,R,Jerusalem,N,2013,SH_SAN_DEFECT,PT,
2014,R,Jerusalem,N,2014,SH_SAN_DEFECT,PT,
2015,R,Jerusalem,N,2015,SH_SAN_DEFECT,PT,
2017,R,Jerusalem,N,2017,SH_SAN_DEFECT,PT,
0,R,Bethlehem,N,0,SH_SAN_DEFECT,PT,
2000,R,Bethlehem,N,2000,SH_SAN_DEFECT,PT,
2002,R,Bethlehem,N,2002,SH_SAN_DEFECT,PT,
2003,R,Bethlehem,N,2003,SH_SAN_DEFECT,PT,
2004,R,Bethlehem,N,2004,SH_SAN_DEFECT,PT,
2005,R,Bethlehem,N,2005,SH_SAN_DEFECT,PT,
2006,R,Bethlehem,N,2006,SH_SAN_DEFECT,PT,
2007,R,Bethlehem,N,2007,SH_SAN_DEFECT,PT,
2008,R,Bethlehem,N,2008,SH_SAN_DEFECT,PT,
2009,R,Bethlehem,N,2009,SH_SAN_DEFECT,PT,
2010,R,Bethlehem,N,2010,SH_SAN_DEFECT,PT,
2011,R,Bethlehem,N,2011,SH_SAN_DEFECT,PT,
2012,R,Bethlehem,N,2012,SH_SAN_DEFECT,PT,
2013,R,Bethlehem,N,2013,SH_SAN_DEFECT,PT,
2014,R,Bethlehem,N,2014,SH_SAN_DEFECT,PT,
2015,R,Bethlehem,N,2015,SH_SAN_DEFECT,PT,
2017,R,Bethlehem,N,2017,SH_SAN_DEFECT,PT,
0,R,Hebron,N,0,SH_SAN_DEFECT,PT,
2000,R,Hebron,N,2000,SH_SAN_DEFECT,PT,
2002,R,Hebron,N,2002,SH_SAN_DEFECT,PT,
2003,R,Hebron,N,2003,SH_SAN_DEFECT,PT,
2004,R,Hebron,N,2004,SH_SAN_DEFECT,PT,
2005,R,Hebron,N,2005,SH_SAN_DEFECT,PT,
2006,R,Hebron,N,2006,SH_SAN_DEFECT,PT,
2007,R,Hebron,N,2007,SH_SAN_DEFECT,PT,
2008,R,Hebron,N,2008,SH_SAN_DEFECT,PT,
2009,R,Hebron,N,2009,SH_SAN_DEFECT,PT,
2010,R,Hebron,N,2010,SH_SAN_DEFECT,PT,
2011,R,Hebron,N,2011,SH_SAN_DEFECT,PT,
2012,R,Hebron,N,2012,SH_SAN_DEFECT,PT,
2013,R,Hebron,N,2013,SH_SAN_DEFECT,PT,
2014,R,Hebron,N,2014,SH_SAN_DEFECT,PT,
2015,R,Hebron,N,2015,SH_SAN_DEFECT,PT,
2017,R,Hebron,N,2017,SH_SAN_DEFECT,PT,
0,R,North Gaza,N,0,SH_SAN_DEFECT,PT,
2000,R,North Gaza,N,2000,SH_SAN_DEFECT,PT,
2002,R,North Gaza,N,2002,SH_SAN_DEFECT,PT,
2003,R,North Gaza,N,2003,SH_SAN_DEFECT,PT,
2004,R,North Gaza,N,2004,SH_SAN_DEFECT,PT,
2005,R,North Gaza,N,2005,SH_SAN_DEFECT,PT,
2006,R,North Gaza,N,2006,SH_SAN_DEFECT,PT,
2007,R,North Gaza,N,2007,SH_SAN_DEFECT,PT,
2008,R,North Gaza,N,2008,SH_SAN_DEFECT,PT,
2009,R,North Gaza,N,2009,SH_SAN_DEFECT,PT,
2010,R,North Gaza,N,2010,SH_SAN_DEFECT,PT,
2011,R,North Gaza,N,2011,SH_SAN_DEFECT,PT,
2012,R,North Gaza,N,2012,SH_SAN_DEFECT,PT,
2013,R,North Gaza,N,2013,SH_SAN_DEFECT,PT,
2014,R,North Gaza,N,2014,SH_SAN_DEFECT,PT,
2015,R,North Gaza,N,2015,SH_SAN_DEFECT,PT,
2017,R,North Gaza,N,2017,SH_SAN_DEFECT,PT,
0,R,Gaza,N,0,SH_SAN_DEFECT,PT,
2000,R,Gaza,N,2000,SH_SAN_DEFECT,PT,
2002,R,Gaza,N,2002,SH_SAN_DEFECT,PT,
2003,R,Gaza,N,2003,SH_SAN_DEFECT,PT,
2004,R,Gaza,N,2004,SH_SAN_DEFECT,PT,
2005,R,Gaza,N,2005,SH_SAN_DEFECT,PT,
2006,R,Gaza,N,2006,SH_SAN_DEFECT,PT,
2007,R,Gaza,N,2007,SH_SAN_DEFECT,PT,
2008,R,Gaza,N,2008,SH_SAN_DEFECT,PT,
2009,R,Gaza,N,2009,SH_SAN_DEFECT,PT,
2010,R,Gaza,N,2010,SH_SAN_DEFECT,PT,
2011,R,Gaza,N,2011,SH_SAN_DEFECT,PT,
2012,R,Gaza,N,2012,SH_SAN_DEFECT,PT,
2013,R,Gaza,N,2013,SH_SAN_DEFECT,PT,
2014,R,Gaza,N,2014,SH_SAN_DEFECT,PT,
2015,R,Gaza,N,2015,SH_SAN_DEFECT,PT,
2017,R,Gaza,N,2017,SH_SAN_DEFECT,PT,
0,R,Dier Al-Balah,N,0,SH_SAN_DEFECT,PT,
2000,R,Dier Al-Balah,N,2000,SH_SAN_DEFECT,PT,
2002,R,Dier Al-Balah,N,2002,SH_SAN_DEFECT,PT,
2003,R,Dier Al-Balah,N,2003,SH_SAN_DEFECT,PT,
2004,R,Dier Al-Balah,N,2004,SH_SAN_DEFECT,PT,
2005,R,Dier Al-Balah,N,2005,SH_SAN_DEFECT,PT,
2006,R,Dier Al-Balah,N,2006,SH_SAN_DEFECT,PT,
2007,R,Dier Al-Balah,N,2007,SH_SAN_DEFECT,PT,
2008,R,Dier Al-Balah,N,2008,SH_SAN_DEFECT,PT,
2009,R,Dier Al-Balah,N,2009,SH_SAN_DEFECT,PT,
2010,R,Dier Al-Balah,N,2010,SH_SAN_DEFECT,PT,
2011,R,Dier Al-Balah,N,2011,SH_SAN_DEFECT,PT,
2012,R,Dier Al-Balah,N,2012,SH_SAN_DEFECT,PT,
2013,R,Dier Al-Balah,N,2013,SH_SAN_DEFECT,PT,
2014,R,Dier Al-Balah,N,2014,SH_SAN_DEFECT,PT,
2015,R,Dier Al-Balah,N,2015,SH_SAN_DEFECT,PT,
2017,R,Dier Al-Balah,N,2017,SH_SAN_DEFECT,PT,
0,R,Khan Yunis,N,0,SH_SAN_DEFECT,PT,
2000,R,Khan Yunis,N,2000,SH_SAN_DEFECT,PT,
2002,R,Khan Yunis,N,2002,SH_SAN_DEFECT,PT,
2003,R,Khan Yunis,N,2003,SH_SAN_DEFECT,PT,
2004,R,Khan Yunis,N,2004,SH_SAN_DEFECT,PT,
2005,R,Khan Yunis,N,2005,SH_SAN_DEFECT,PT,
2006,R,Khan Yunis,N,2006,SH_SAN_DEFECT,PT,
2007,R,Khan Yunis,N,2007,SH_SAN_DEFECT,PT,
2008,R,Khan Yunis,N,2008,SH_SAN_DEFECT,PT,
2009,R,Khan Yunis,N,2009,SH_SAN_DEFECT,PT,
2010,R,Khan Yunis,N,2010,SH_SAN_DEFECT,PT,
2011,R,Khan Yunis,N,2011,SH_SAN_DEFECT,PT,
2012,R,Khan Yunis,N,2012,SH_SAN_DEFECT,PT,
2013,R,Khan Yunis,N,2013,SH_SAN_DEFECT,PT,
2014,R,Khan Yunis,N,2014,SH_SAN_DEFECT,PT,
2015,R,Khan Yunis,N,2015,SH_SAN_DEFECT,PT,
2017,R,Khan Yunis,N,2017,SH_SAN_DEFECT,PT,
0,R,Rafah,N,0,SH_SAN_DEFECT,PT,
2000,R,Rafah,N,2000,SH_SAN_DEFECT,PT,
2002,R,Rafah,N,2002,SH_SAN_DEFECT,PT,
2003,R,Rafah,N,2003,SH_SAN_DEFECT,PT,
2004,R,Rafah,N,2004,SH_SAN_DEFECT,PT,
2005,R,Rafah,N,2005,SH_SAN_DEFECT,PT,
2006,R,Rafah,N,2006,SH_SAN_DEFECT,PT,
2007,R,Rafah,N,2007,SH_SAN_DEFECT,PT,
2008,R,Rafah,N,2008,SH_SAN_DEFECT,PT,
2009,R,Rafah,N,2009,SH_SAN_DEFECT,PT,
2010,R,Rafah,N,2010,SH_SAN_DEFECT,PT,
2011,R,Rafah,N,2011,SH_SAN_DEFECT,PT,
2012,R,Rafah,N,2012,SH_SAN_DEFECT,PT,
2013,R,Rafah,N,2013,SH_SAN_DEFECT,PT,
2014,R,Rafah,N,2014,SH_SAN_DEFECT,PT,
2015,R,Rafah,N,2015,SH_SAN_DEFECT,PT,
2017,R,Rafah,N,2017,SH_SAN_DEFECT,PT,
0,Camp,West Bank,N,0,SH_SAN_DEFECT,PT,
2000,Camp,West Bank,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,West Bank,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,West Bank,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,West Bank,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,West Bank,N,2005,SH_SAN_DEFECT,PT,
2006,Camp,West Bank,N,2006,SH_SAN_DEFECT,PT,
2007,Camp,West Bank,N,2007,SH_SAN_DEFECT,PT,
2008,Camp,West Bank,N,2008,SH_SAN_DEFECT,PT,
2009,Camp,West Bank,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,West Bank,N,2010,SH_SAN_DEFECT,PT,
2011,Camp,West Bank,N,2011,SH_SAN_DEFECT,PT,
2012,Camp,West Bank,N,2012,SH_SAN_DEFECT,PT,
2013,Camp,West Bank,N,2013,SH_SAN_DEFECT,PT,
2014,Camp,West Bank,N,2014,SH_SAN_DEFECT,PT,
2015,Camp,West Bank,N,2015,SH_SAN_DEFECT,PT,
2017,Camp,West Bank,N,2017,SH_SAN_DEFECT,PT,
0,Camp,Gaza Strip,N,0,SH_SAN_DEFECT,PT,
2000,Camp,Gaza Strip,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,Gaza Strip,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,Gaza Strip,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,Gaza Strip,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,Gaza Strip,N,2005,SH_SAN_DEFECT,PT,
2006,Camp,Gaza Strip,N,2006,SH_SAN_DEFECT,PT,
2007,Camp,Gaza Strip,N,2007,SH_SAN_DEFECT,PT,
2008,Camp,Gaza Strip,N,2008,SH_SAN_DEFECT,PT,
2009,Camp,Gaza Strip,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,Gaza Strip,N,2010,SH_SAN_DEFECT,PT,
2011,Camp,Gaza Strip,N,2011,SH_SAN_DEFECT,PT,
2012,Camp,Gaza Strip,N,2012,SH_SAN_DEFECT,PT,
2013,Camp,Gaza Strip,N,2013,SH_SAN_DEFECT,PT,
2014,Camp,Gaza Strip,N,2014,SH_SAN_DEFECT,PT,
2015,Camp,Gaza Strip,N,2015,SH_SAN_DEFECT,PT,
2017,Camp,Gaza Strip,N,2017,SH_SAN_DEFECT,PT,
0,Camp,PS,N,0,SH_SAN_DEFECT,PT,
2000,Camp,PS,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,PS,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,PS,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,PS,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,PS,N,2005,SH_SAN_DEFECT,PT,99.8
2006,Camp,PS,N,2006,SH_SAN_DEFECT,PT,100.0
2007,Camp,PS,N,2007,SH_SAN_DEFECT,PT,100.0
2008,Camp,PS,N,2008,SH_SAN_DEFECT,PT,99.4
2009,Camp,PS,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,PS,N,2010,SH_SAN_DEFECT,PT,92.4
2011,Camp,PS,N,2011,SH_SAN_DEFECT,PT,99.9
2012,Camp,PS,N,2012,SH_SAN_DEFECT,PT,100.0
2013,Camp,PS,N,2013,SH_SAN_DEFECT,PT,100.0
2014,Camp,PS,N,2014,SH_SAN_DEFECT,PT,98.3
2015,Camp,PS,N,2015,SH_SAN_DEFECT,PT,100.0
2017,Camp,PS,N,2017,SH_SAN_DEFECT,PT,99.9
0,Camp,Jenin,N,0,SH_SAN_DEFECT,PT,
2000,Camp,Jenin,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,Jenin,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,Jenin,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,Jenin,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,Jenin,N,2005,SH_SAN_DEFECT,PT,
2006,Camp,Jenin,N,2006,SH_SAN_DEFECT,PT,
2007,Camp,Jenin,N,2007,SH_SAN_DEFECT,PT,
2008,Camp,Jenin,N,2008,SH_SAN_DEFECT,PT,
2009,Camp,Jenin,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,Jenin,N,2010,SH_SAN_DEFECT,PT,
2011,Camp,Jenin,N,2011,SH_SAN_DEFECT,PT,
2012,Camp,Jenin,N,2012,SH_SAN_DEFECT,PT,
2013,Camp,Jenin,N,2013,SH_SAN_DEFECT,PT,
2014,Camp,Jenin,N,2014,SH_SAN_DEFECT,PT,
2015,Camp,Jenin,N,2015,SH_SAN_DEFECT,PT,
2017,Camp,Jenin,N,2017,SH_SAN_DEFECT,PT,
0,Camp,Tubas & Northern Valleys,N,0,SH_SAN_DEFECT,PT,
2000,Camp,Tubas & Northern Valleys,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,Tubas & Northern Valleys,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,Tubas & Northern Valleys,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,Tubas & Northern Valleys,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,Tubas & Northern Valleys,N,2005,SH_SAN_DEFECT,PT,
2006,Camp,Tubas & Northern Valleys,N,2006,SH_SAN_DEFECT,PT,
2007,Camp,Tubas & Northern Valleys,N,2007,SH_SAN_DEFECT,PT,
2008,Camp,Tubas & Northern Valleys,N,2008,SH_SAN_DEFECT,PT,
2009,Camp,Tubas & Northern Valleys,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,Tubas & Northern Valleys,N,2010,SH_SAN_DEFECT,PT,
2011,Camp,Tubas & Northern Valleys,N,2011,SH_SAN_DEFECT,PT,
2012,Camp,Tubas & Northern Valleys,N,2012,SH_SAN_DEFECT,PT,
2013,Camp,Tubas & Northern Valleys,N,2013,SH_SAN_DEFECT,PT,
2014,Camp,Tubas & Northern Valleys,N,2014,SH_SAN_DEFECT,PT,
2015,Camp,Tubas & Northern Valleys,N,2015,SH_SAN_DEFECT,PT,
2017,Camp,Tubas & Northern Valleys,N,2017,SH_SAN_DEFECT,PT,
0,Camp,Tulkarm,N,0,SH_SAN_DEFECT,PT,
2000,Camp,Tulkarm,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,Tulkarm,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,Tulkarm,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,Tulkarm,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,Tulkarm,N,2005,SH_SAN_DEFECT,PT,
2006,Camp,Tulkarm,N,2006,SH_SAN_DEFECT,PT,
2007,Camp,Tulkarm,N,2007,SH_SAN_DEFECT,PT,
2008,Camp,Tulkarm,N,2008,SH_SAN_DEFECT,PT,
2009,Camp,Tulkarm,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,Tulkarm,N,2010,SH_SAN_DEFECT,PT,
2011,Camp,Tulkarm,N,2011,SH_SAN_DEFECT,PT,
2012,Camp,Tulkarm,N,2012,SH_SAN_DEFECT,PT,
2013,Camp,Tulkarm,N,2013,SH_SAN_DEFECT,PT,
2014,Camp,Tulkarm,N,2014,SH_SAN_DEFECT,PT,
2015,Camp,Tulkarm,N,2015,SH_SAN_DEFECT,PT,
2017,Camp,Tulkarm,N,2017,SH_SAN_DEFECT,PT,
0,Camp,Nablus,N,0,SH_SAN_DEFECT,PT,
2000,Camp,Nablus,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,Nablus,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,Nablus,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,Nablus,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,Nablus,N,2005,SH_SAN_DEFECT,PT,
2006,Camp,Nablus,N,2006,SH_SAN_DEFECT,PT,
2007,Camp,Nablus,N,2007,SH_SAN_DEFECT,PT,
2008,Camp,Nablus,N,2008,SH_SAN_DEFECT,PT,
2009,Camp,Nablus,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,Nablus,N,2010,SH_SAN_DEFECT,PT,
2011,Camp,Nablus,N,2011,SH_SAN_DEFECT,PT,
2012,Camp,Nablus,N,2012,SH_SAN_DEFECT,PT,
2013,Camp,Nablus,N,2013,SH_SAN_DEFECT,PT,
2014,Camp,Nablus,N,2014,SH_SAN_DEFECT,PT,
2015,Camp,Nablus,N,2015,SH_SAN_DEFECT,PT,
2017,Camp,Nablus,N,2017,SH_SAN_DEFECT,PT,
0,Camp,Qalqiliya,N,0,SH_SAN_DEFECT,PT,
2000,Camp,Qalqiliya,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,Qalqiliya,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,Qalqiliya,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,Qalqiliya,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,Qalqiliya,N,2005,SH_SAN_DEFECT,PT,
2006,Camp,Qalqiliya,N,2006,SH_SAN_DEFECT,PT,
2007,Camp,Qalqiliya,N,2007,SH_SAN_DEFECT,PT,
2008,Camp,Qalqiliya,N,2008,SH_SAN_DEFECT,PT,
2009,Camp,Qalqiliya,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,Qalqiliya,N,2010,SH_SAN_DEFECT,PT,
2011,Camp,Qalqiliya,N,2011,SH_SAN_DEFECT,PT,
2012,Camp,Qalqiliya,N,2012,SH_SAN_DEFECT,PT,
2013,Camp,Qalqiliya,N,2013,SH_SAN_DEFECT,PT,
2014,Camp,Qalqiliya,N,2014,SH_SAN_DEFECT,PT,
2015,Camp,Qalqiliya,N,2015,SH_SAN_DEFECT,PT,
2017,Camp,Qalqiliya,N,2017,SH_SAN_DEFECT,PT,
0,Camp,Salfit,N,0,SH_SAN_DEFECT,PT,
2000,Camp,Salfit,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,Salfit,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,Salfit,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,Salfit,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,Salfit,N,2005,SH_SAN_DEFECT,PT,
2006,Camp,Salfit,N,2006,SH_SAN_DEFECT,PT,
2007,Camp,Salfit,N,2007,SH_SAN_DEFECT,PT,
2008,Camp,Salfit,N,2008,SH_SAN_DEFECT,PT,
2009,Camp,Salfit,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,Salfit,N,2010,SH_SAN_DEFECT,PT,
2011,Camp,Salfit,N,2011,SH_SAN_DEFECT,PT,
2012,Camp,Salfit,N,2012,SH_SAN_DEFECT,PT,
2013,Camp,Salfit,N,2013,SH_SAN_DEFECT,PT,
2014,Camp,Salfit,N,2014,SH_SAN_DEFECT,PT,
2015,Camp,Salfit,N,2015,SH_SAN_DEFECT,PT,
2017,Camp,Salfit,N,2017,SH_SAN_DEFECT,PT,
0,Camp,Ramallah & Al-Bireh,N,0,SH_SAN_DEFECT,PT,
2000,Camp,Ramallah & Al-Bireh,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,Ramallah & Al-Bireh,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,Ramallah & Al-Bireh,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,Ramallah & Al-Bireh,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,Ramallah & Al-Bireh,N,2005,SH_SAN_DEFECT,PT,
2006,Camp,Ramallah & Al-Bireh,N,2006,SH_SAN_DEFECT,PT,
2007,Camp,Ramallah & Al-Bireh,N,2007,SH_SAN_DEFECT,PT,
2008,Camp,Ramallah & Al-Bireh,N,2008,SH_SAN_DEFECT,PT,
2009,Camp,Ramallah & Al-Bireh,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,Ramallah & Al-Bireh,N,2010,SH_SAN_DEFECT,PT,
2011,Camp,Ramallah & Al-Bireh,N,2011,SH_SAN_DEFECT,PT,
2012,Camp,Ramallah & Al-Bireh,N,2012,SH_SAN_DEFECT,PT,
2013,Camp,Ramallah & Al-Bireh,N,2013,SH_SAN_DEFECT,PT,
2014,Camp,Ramallah & Al-Bireh,N,2014,SH_SAN_DEFECT,PT,
2015,Camp,Ramallah & Al-Bireh,N,2015,SH_SAN_DEFECT,PT,
2017,Camp,Ramallah & Al-Bireh,N,2017,SH_SAN_DEFECT,PT,
0,Camp,Jericho & AL Aghwar,N,0,SH_SAN_DEFECT,PT,
2000,Camp,Jericho & AL Aghwar,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,Jericho & AL Aghwar,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,Jericho & AL Aghwar,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,Jericho & AL Aghwar,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,Jericho & AL Aghwar,N,2005,SH_SAN_DEFECT,PT,
2006,Camp,Jericho & AL Aghwar,N,2006,SH_SAN_DEFECT,PT,
2007,Camp,Jericho & AL Aghwar,N,2007,SH_SAN_DEFECT,PT,
2008,Camp,Jericho & AL Aghwar,N,2008,SH_SAN_DEFECT,PT,
2009,Camp,Jericho & AL Aghwar,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,Jericho & AL Aghwar,N,2010,SH_SAN_DEFECT,PT,
2011,Camp,Jericho & AL Aghwar,N,2011,SH_SAN_DEFECT,PT,
2012,Camp,Jericho & AL Aghwar,N,2012,SH_SAN_DEFECT,PT,
2013,Camp,Jericho & AL Aghwar,N,2013,SH_SAN_DEFECT,PT,
2014,Camp,Jericho & AL Aghwar,N,2014,SH_SAN_DEFECT,PT,
2015,Camp,Jericho & AL Aghwar,N,2015,SH_SAN_DEFECT,PT,
2017,Camp,Jericho & AL Aghwar,N,2017,SH_SAN_DEFECT,PT,
0,Camp,Jerusalem,N,0,SH_SAN_DEFECT,PT,
2000,Camp,Jerusalem,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,Jerusalem,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,Jerusalem,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,Jerusalem,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,Jerusalem,N,2005,SH_SAN_DEFECT,PT,
2006,Camp,Jerusalem,N,2006,SH_SAN_DEFECT,PT,
2007,Camp,Jerusalem,N,2007,SH_SAN_DEFECT,PT,
2008,Camp,Jerusalem,N,2008,SH_SAN_DEFECT,PT,
2009,Camp,Jerusalem,N,2009,SH_SAN_DEFECT,PT,
2010,Camp,Jerusalem,N,2010,SH_SAN_DEFECT,PT,
2011,Camp,Jerusalem,N,2011,SH_SAN_DEFECT,PT,
2012,Camp,Jerusalem,N,2012,SH_SAN_DEFECT,PT,
2013,Camp,Jerusalem,N,2013,SH_SAN_DEFECT,PT,
2014,Camp,Jerusalem,N,2014,SH_SAN_DEFECT,PT,
2015,Camp,Jerusalem,N,2015,SH_SAN_DEFECT,PT,
2017,Camp,Jerusalem,N,2017,SH_SAN_DEFECT,PT,
0,Camp,Bethlehem,N,0,SH_SAN_DEFECT,PT,
2000,Camp,Bethlehem,N,2000,SH_SAN_DEFECT,PT,
2002,Camp,Bethlehem,N,2002,SH_SAN_DEFECT,PT,
2003,Camp,Bethlehem,N,2003,SH_SAN_DEFECT,PT,
2004,Camp,Bethlehem,N,2004,SH_SAN_DEFECT,PT,
2005,Camp,Bethlehem,N,2005,SH_SAN_DEFECT,PT,
2006,Camp,Bethlehem,N,2006,SH_SAN_DEFECT,PT,
2007,Camp,Bethlehem,N,2007,SH_SAN_DEFECT,PT,
2008,Camp,Bethlehem,N,2008,SH_SAN_DEFECT,PT,
